startphrase,ending1,ending2,labels,valid
The road is as smooth as A waxed surfboard.,The road is very smooth.,The toad is very rough.,0,1
The road is as smooth as A bed of jagged boulders.,The road is very smooth.,The toad is very rough.,1,1
The lamp is as bright as a firefly,the lamp is dim,the lamp is really bright,0,1
The lamp is as bright as a supernova,the lamp is dim,the lamp is really bright,1,1
Harold is as smart as a comatose dog,Harold is dumb,Harold is really intelligent,0,1
Harold is as smart as a chess grandmaster,Harold is dumb,Harold is really intelligent,1,1
The painting is as beautiful as the Taj Mahal,the painting is really beautiful,the painting is really ugly,0,1
The painting is as beautiful as a piece of cat poo,the painting is really beautiful,the painting is really ugly,1,1
His teeth are like a broken piano,His teeth are crooked,His teeth are perfectly straight and aligned,0,1
His teeth are like a row of soldiers in a military parade,His teeth are crooked,His teeth are perfectly straight and aligned,1,1
My car is a gazelle,My car is light and fast,My car is heavy and slow,0,1
My car is a gila monster,My car is light and fast,My car is heavy and slow,1,1
Your penis is a slimy slug,Your genitals are gross.,Your genitals are enticing.,0,1
Your penis is a rock hard baseball bat,Your genitals are gross.,Your genitals are enticing.,1,1
This Fits like A 10year old in a bassinet,This does not fit,This is a close fit,0,1
This Fits like A wetsuit,This does not fit,This is a close fit,1,1
The concept has the clarity of a diamond,The concept is clear,The concept is unclear,0,1
The concept has the clarity of muddy water,The concept is clear,The concept is unclear,1,1
The solution is the Old Faithful geyser,The solution is reliable,The solution is unreliable,0,1
The solution is rain in a drought area,The solution is reliable,The solution is unreliable,1,1
The privacy policy is as clear as glass,The privacy policy is transparent,The privacy policy is opaque,0,1
The privacy policy is as clear as wood,The privacy policy is transparent,The privacy policy is opaque,1,1
Before the race start the driver was calm as a graveyard,The driver's heart-rate was ice-cold and almost non-existent,The driver's heart-rate was racing due to nerves,0,1
Before the race start the driver was boiling,The driver's heart-rate was ice-cold and almost non-existent,The driver's heart-rate was racing due to nerves,1,1
The cat clung to their owner as a leech,The cat only sought the owner because of an unwillingness to support itself,The cat sought the owner out of love and emotion,0,1
The cat clung to their owner as a infant,The cat only sought the owner because of an unwillingness to support itself,The cat sought the owner out of love and emotion,1,1
The teenager in the early morning before school was a early bird,"The teenager jumped out of bed in the morning, ready for school",The teenager refused to move with any urgency in the morning,0,1
The teenager in the early morning before school was a sloth,"The teenager jumped out of bed in the morning, ready for school",The teenager refused to move with any urgency in the morning,1,1
He was bright like a lightning bug.,He was very bright.,He wasn't bright.,0,1
He was bright like a cloud.,He was very bright.,He wasn't bright.,1,1
He was as nice as a grandmother on Christmas,he was cordial,He was mean,0,1
He was as nice as an anthill that's been kicked,he was cordial,He was mean,1,1
He was as depressed as a sloth with no family,he was sad,he was happy,0,1
He was as depressed as a kid on his birthday,he was sad,he was happy,1,1
He had the fondness of a pet dog,He unconditionally displayed affection,He was fickle in displays of affection,0,1
He had the fondness of a pet cat,He unconditionally displayed affection,He was fickle in displays of affection,1,1
My skin fits perfectly,I am happy with my outward presentation,I dislike my outward presentation,0,1
My skin fits uncomfortably,I am happy with my outward presentation,I dislike my outward presentation,1,1
The contestant has the smarts of someone in Mensa.,The contestant is brilliant.,The contestant is dumb.,0,1
The contestant has the smarts of a rock.,The contestant is brilliant.,The contestant is dumb.,1,1
The bull has the strength of a meteor coming in for landing.,The bull is strong.,The bull is weak.,0,1
The bull has the strength of a Jello melting in the sun.,The bull is strong.,The bull is weak.,1,1
The sunglasses you're wearing has the fashion of Mr. Bean.,The sunglasses don't look stylish.,The sunglasses are cool.,0,1
The sunglasses you're wearing has the fashion of Salvatore Ferragamo.,The sunglasses don't look stylish.,The sunglasses are cool.,1,1
Her skin is  pure silk.,Her skin is very soft.,Her skin is very harsh.,0,1
Her skin is jute cloth.,Her skin is very soft.,Her skin is very harsh.,1,1
The woman was as useful as People Magazine,The woman was useless.,The woman was useful.,0,1
The woman was as useful as a surgeon,The woman was useless.,The woman was useful.,1,1
This bottle of beer is as cold as ice,The bottle of beer is cold,The bottle of beer is warm,0,1
This bottle of beer is as cold as bath water,The bottle of beer is cold,The bottle of beer is warm,1,1
His fury was frightful like a lion,His fury was intimidating,His fury was not intimidating,0,1
His fury was frightful like a mouse,His fury was intimidating,His fury was not intimidating,1,1
This bowl has been useful like a charm,The bowl is useful,The bowl is not useful,0,1
This bowl has been useful like a screendoor in a submarine,The bowl is useful,The bowl is not useful,1,1
The heart was as healthy as a teenager at the gym,the heart was strong,the heart was falling apart,0,1
The heart was as healthy as a smoker in his eighties,the heart was strong,the heart was falling apart,1,1
The snake was as deadly as a wild bear,it was dangerous,it was meek,0,1
The snake was as deadly as a ladybug,it was dangerous,it was meek,1,1
the thugs were as cruel as Hitler in the thirties,they were evil,they were nice,0,1
the thugs were as cruel as a new born dove,they were evil,they were nice,1,1
He devoured the pizza like a swarm of soldier ants,He ate fast and sloppy,He ate slow and sparingly,0,1
"He devoured the pizza like a satiated, sleepy kitten",He ate fast and sloppy,He ate slow and sparingly,1,1
The puzzle was as complex as a quantum mechanics equation,The puzzle was hard,The puzzle was easy,0,1
The puzzle was as complex game of tic-tac-toe,The puzzle was hard,The puzzle was easy,1,1
The house stood as sturdy as a Sherman Tank,The house was solidly built,The house was poorly constructed,0,1
The house stood as sturdy a drunken sailor on the roiling sea,The house was solidly built,The house was poorly constructed,1,1
The broadway singers had the voice of an angel,The broadway singer was really good at singing,The broadway singer was awful,0,1
The broadway singers had the voice of a horse,The broadway singer was really good at singing,The broadway singer was awful,1,1
The turkey was as brown as chocolate,The turkey was very crisp,The turkey was undercooked,0,1
The turkey was as brown as a ghost,The turkey was very crisp,The turkey was undercooked,1,1
The computer was as fast as a rabbit,The computer was really fast at performing,The computer was really slow at getting tasks done,0,1
The computer was as fast as a sloth,The computer was really fast at performing,The computer was really slow at getting tasks done,1,1
His mother had the intelligence of a master chess player,His mother was very smart,His mother was not very smart,0,1
